1.0178e+09,-81.289
1.0211e+09,-81.343
1.0212e+09,-81.147
1.0163e+09,-80.71
1.0136e+09,-81.58
1.0228e+09,-82.292
1.021e+09,-81.184
1.0204e+09,-81.992
1.0146e+09,-80.878
1.019e+09,-80.625
1.0286e+09,-80.886
1.0225e+09,-81.769
1.0296e+09,-81.5
1.0201e+09,-82.187
1.0317e+09,-81.805
1.0312e+09,-81.61
1.0194e+09,-81.896
1.0168e+09,-81.182
1.0255e+09,-81.635
1.02e+09,-82.03
1.0297e+09,-81.384
1.0229e+09,-82.01
1.0158e+09,-81.804
1.0285e+09,-81.951
1.0246e+09,-81.352
1.0246e+09,-81.09
1.031e+09,-81.668
1.0247e+09,-81.006
1.021e+09,-81.007
1.0259e+09,-81.929
1.0245e+09,-81.243
1.0245e+09,-81.908
1.0127e+09,-81.734
1.0199e+09,-81.632
1.0199e+09,-80.817
1.0295e+09,-81.937
1.0195e+09,-81.803
1.0165e+09,-81.01
1.0149e+09,-81.665
1.0261e+09,-81.202
1.0214e+09,-81.647
1.0253e+09,-81.503
1.0317e+09,-81.461
1.0269e+09,-81.544
1.0326e+09,-80.947
1.0175e+09,-81.656
1.0301e+09,-81.843
1.0266e+09,-80.804
1.0229e+09,-81.781
1.0152e+09,-81.509
1.0128e+09,-81.731
1.0225e+09,-81.737
1.0229e+09,-81.644
1.0198e+09,-81.496
1.0268e+09,-82.037
1.0191e+09,-80.845
1.0221e+09,-83.2
1.0172e+09,-80.837
1.0259e+09,-81.656
1.0195e+09,-80.689
1.0224e+09,-80.967
1.0196e+09,-82.369
1.026e+09,-81.227
1.0252e+09,-81.614
1.0295e+09,-81.932
1.0148e+09,-81.136
1.027e+09,-80.593
1.0129e+09,-81.108
1.0195e+09,-81.665
1.0207e+09,-81.9
1.0275e+09,-81.258
1.0149e+09,-80.785
1.0193e+09,-81.798
1.0198e+09,-82.148
1.0188e+09,-81.91
1.0269e+09,-81.756
1.0204e+09,-82.317
1.0301e+09,-81.682
1.0129e+09,-82.507
1.0357e+09,-81.752
1.0238e+09,-80.634
1.0228e+09,-82.171
1.0139e+09,-81.661
1.0191e+09,-81.589
1.0232e+09,-81.997
1.0167e+09,-81.84
1.0318e+09,-81.494
1.0262e+09,-81.497
1.0179e+09,-81.627
1.0212e+09,-81.436
1.0152e+09,-81.108
1.0216e+09,-82.476
1.0261e+09,-81.385
1.027e+09,-81.767
1.0122e+09,-81.885
1.0203e+09,-81.859
1.0211e+09,-81.051
1.0246e+09,-81.788
1.0181e+09,-81.488
1.0279e+09,-80.934
1.0266e+09,-81.705
