1.0203e+09,-82.115
1.0193e+09,-81.697
1.0174e+09,-81.5
1.0238e+09,-81.016
1.0199e+09,-81.815
1.0243e+09,-81.895
1.0286e+09,-81.16
1.0287e+09,-81.864
1.0332e+09,-82.043
1.0275e+09,-81.563
1.0269e+09,-81.128
1.0274e+09,-81.528
1.0171e+09,-81.498
1.0159e+09,-81.486
1.0166e+09,-81.585
1.0196e+09,-80.426
1.0274e+09,-81.724
1.025e+09,-81.937
1.032e+09,-82.537
1.0176e+09,-80.711
1.0169e+09,-81.988
1.0143e+09,-81.926
1.0249e+09,-81.766
1.0222e+09,-81.056
1.0227e+09,-81.709
1.018e+09,-81.267
1.0297e+09,-82.13
1.0153e+09,-81.265
1.0183e+09,-81.807
1.0133e+09,-82.106
1.0243e+09,-80.981
1.0276e+09,-82.386
1.0241e+09,-81.619
1.0323e+09,-81.471
1.0218e+09,-81.616
1.0239e+09,-80.828
1.0144e+09,-82.232
1.0132e+09,-81.493
1.0283e+09,-81.35
1.0249e+09,-82.141
1.0233e+09,-80.513
1.0179e+09,-81.337
1.028e+09,-80.793
1.0294e+09,-82.336
1.0206e+09,-81.423
1.0204e+09,-80.97
1.0197e+09,-81.577
1.026e+09,-81.209
1.0147e+09,-81.412
1.0132e+09,-81.052
1.0186e+09,-81.163
1.0202e+09,-81.474
1.027e+09,-81.878
1.0292e+09,-81.688
1.0295e+09,-81.079
1.0221e+09,-82.026
1.0224e+09,-81.306
1.0277e+09,-82.159
1.0194e+09,-81.131
1.0269e+09,-81.322
1.0229e+09,-82.528
1.0257e+09,-80.385
1.018e+09,-81.191
1.0237e+09,-81.993
1.0244e+09,-81.274
1.0206e+09,-82.177
1.0316e+09,-81.575
1.0148e+09,-81.76
1.0185e+09,-81.912
1.0196e+09,-80.636
1.0168e+09,-81.14
1.0292e+09,-80.884
1.0186e+09,-81.13
1.0232e+09,-81.705
1.0239e+09,-81.762
1.0287e+09,-81.615
1.014e+09,-81.767
1.0283e+09,-82.45
1.0204e+09,-82.449
1.0164e+09,-80.657
1.0281e+09,-81.801
1.0233e+09,-81.425
1.0273e+09,-81.598
1.0174e+09,-81.652
1.0202e+09,-81.565
1.0224e+09,-81.371
1.022e+09,-81.47
1.0208e+09,-81.72
1.0272e+09,-81.59
1.0165e+09,-82
1.0193e+09,-80.616
1.028e+09,-81.876
1.0202e+09,-80.948
1.0288e+09,-82.081
1.0226e+09,-82.091
1.0295e+09,-82.102
1.0254e+09,-80.928
1.0252e+09,-81.095
1.0188e+09,-82.251
1.0206e+09,-80.502
1.0234e+09,-80.676
